,text
3568,The MIT physics demo entitled “Tuning Forks: Resonance and Beat Frequency” provides a qualitative picture of how wave interference produces beats.
3569,"Description: Two identical forks and sounding boxes are placed next to each other. Striking one tuning fork will cause the other to resonate at the same frequency. When a weight is attached to one tuning fork, they are no longer identical. Thus, one will not cause the other to resonate. When two different forks are struck at the same time, the interference of their pitches produces beats."
3570,"This is a fun activity with which to learn about interference and superposition. Take a jump rope and hold it at the two ends with one of your friends. While each of you is holding the rope, snap your hands to produce a wave from each side. Record your observations and see if they match with the following:"
3571,"Now, snap the rope up and down and ask your friend to snap his or her end of the rope sideways. The resultant that one sees here is the vector sum of two individual displacements."
3572,"This activity illustrates superposition and interference. When two or more waves interact with each other at a point, the disturbance at that point is given by the sum of the disturbances each wave will produce in the absence of the other. This is the principle of superposition. Interference is a result of superposition of two or more waves to form a resultant wave of greater or lower amplitude."
3573,"While beats may sometimes be annoying in audible sounds, we will find that beats have many applications. Observing beats is a very useful way to compare similar frequencies. There are applications of beats as apparently disparate as in ultrasonic imaging and radar speed traps."
3574,"When two or more waves arrive at the same point, they superimpose themselves on one another. More specifically, the disturbances of waves are superimposed when they come together—a phenomenon called superposition. Each disturbance corresponds to a force, and forces add. If the disturbances are along the same line, then the resulting wave is a simple addition of the disturbances of the individual waves—that is, their amplitudes add. Figure 16.36 and Figure 16.37 illustrate superposition in two special cases, both of which produce simple results."
3575,"Imagine you are holding one end of a jump rope, and your friend holds the other. If your friend holds her end still, you can move your end up and down, creating a transverse wave. If your friend then begins to move her end up and down, generating a wave in the opposite direction, what resultant wave forms would you expect to see in the jump rope?"
3576,The rope would alternate between having waves with amplitudes two times the original amplitude and reaching equilibrium with no amplitude at all. The wavelengths will result in both constructive and destructive interference
3577,"Explore size estimation in one, two, and three dimensions! Multiple levels of difficulty allow for progressive skill improvement."
3578,Nodes are areas of wave interference where there is no motion. Antinodes are areas of wave interference where the motion is at its maximum point.
3579,"You hook up a stereo system. When you test the system, you notice that in one corner of the room, the sounds seem dull. In another area, the sounds seem excessively loud. Describe how the sound moving about the room could result in these effects."
3580,"With multiple speakers putting out sounds into the room, and these sounds bouncing off walls, there is bound to be some wave interference. In the dull areas, the interference is probably mostly destructive. In the louder areas, the interference is probably mostly constructive."
3581,"Make waves with a dripping faucet, audio speaker, or laser! Add a second source or a pair of slits to create an interference pattern."
3582,"Figure 16.36 shows two identical waves that arrive at the same point exactly in phase. The crests of the two waves are precisely aligned, as are the troughs. This superposition produces pure constructive interference. Because the disturbances add, pure constructive interference produces a wave that has twice the amplitude of the individual waves, but has the same wavelength."
3583,"Figure 16.37 shows two identical waves that arrive exactly out of phase—that is, precisely aligned crest to trough—producing pure destructive interference. Because the disturbances are in the opposite direction for this superposition, the resulting amplitude is zero for pure destructive interference—the waves completely cancel."
3584,"While pure constructive and pure destructive interference do occur, they require precisely aligned identical waves. The superposition of most waves produces a combination of constructive and destructive interference and can vary from place to place and time to time. Sound from a stereo, for example, can be loud in one spot and quiet in another. Varying loudness means the sound waves add partially constructively and partially destructively at different locations. A stereo has at least two speakers creating sound waves, and waves can reflect from walls. All these waves superimpose. An example of sounds that vary over time from constructive to destructive is found in the combined whine of airplane jets heard by a stationary passenger. The combined sound can fluctuate up and down in volume as the sound from the two engines varies in time from constructive to destructive. These examples are of waves that are similar."
3585,"An example of the superposition of two dissimilar waves is shown in Figure 16.38. Here again, the disturbances add and subtract, producing a more complicated looking wave."
3586,"Sometimes waves do not seem to move; rather, they just vibrate in place. Unmoving waves can be seen on the surface of a glass of milk in a refrigerator, for example. Vibrations from the refrigerator motor create waves on the milk that oscillate up and down but do not seem to move across the surface. These waves are formed by the superposition of two or more moving waves, such as illustrated in Figure 16.39 for two identical waves moving in opposite directions. The waves move through each other with their disturbances adding as they go by. If the two waves have the same amplitude and wavelength, then they alternate between constructive and destructive interference. The resultant looks like a wave standing in place and, thus, is called a standing wave. Waves on the glass of milk are one example of standing waves. There are other standing waves, such as on guitar strings and in organ pipes. With the glass of milk, the two waves that produce standing waves may come from reflections from the side of the glass."
3587,"A closer look at earthquakes provides evidence for conditions appropriate for resonance, standing waves, and constructive and destructive interference. A building may be vibrated for several seconds with a driving frequency matching that of the natural frequency of vibration of the building—producing a resonance resulting in one building collapsing while neighboring buildings do not. Often buildings of a certain height are devastated while other taller buildings remain intact. The building height matches the condition for setting up a standing wave for that particular height. As the earthquake waves travel along the surface of Earth and reflect off denser rocks, constructive interference occurs at certain points. Often areas closer to the epicenter are not damaged while areas farther away are damaged."
3588,"The measurements in the paper example are both accurate and precise, but in some cases, measurements are accurate but not precise, or they are precise but not accurate. Let us consider an example of a GPS system that is attempting to locate the position of a restaurant in a city. Think of the restaurant location as existing at the center of a bull's-eye target, and think of each GPS attempt to locate the restaurant as a black dot. In Figure 1.24, you can see that the GPS measurements are spread out far apart from each other, but they are all relatively close to the actual location of the restaurant at the center of the target. This indicates a low precision, high accuracy measuring system. However, in Figure 1.25, the GPS measurements are concentrated quite closely to one another, but they are far away from the target location. This indicates a high precision, low accuracy measuring system."
3589,"Striking two adjacent keys on a piano produces a warbling combination usually considered to be unpleasant. The superposition of two waves of similar but not identical frequencies is the culprit. Another example is often noticeable in jet aircraft, particularly the two-engine variety, while taxiing. The combined sound of the engines goes up and down in loudness. This varying loudness happens because the sound waves have similar but not identical frequencies. The discordant warbling of the piano and the fluctuating loudness of the jet engine noise are both due to alternately constructive and destructive interference as the two waves go in and out of phase. Figure 16.42 illustrates this graphically."
3590,"All waves carry energy. The energy of some waves can be directly observed. Earthquakes can shake whole cities to the ground, performing the work of thousands of wrecking balls."
3591,Decreasing the area increases the intensity considerably. The intensity of the concentrated sunlight could even start a fire.
3592,"Loud sounds pulverize nerve cells in the inner ear, causing permanent hearing loss. Ultrasound is used for deep-heat treatment of muscle strains. A laser beam can burn away a malignancy. Water waves chew up beaches."
3593,(b) What intensity would such sunlight have if concentrated by a magnifying glass onto an area 200 times smaller than its own?
3594,"The energy falling on the solar collector in 4 h in part is enough to be useful—for example, for heating a significant amount of water."
3595,"Taking a ratio of new intensity to old intensity and using primes for the new quantities, we will find that it depends on the ratio of the areas. All other quantities will cancel."
3596,The information presented in this section supports the following AP® learning objectives and science practices:
3597,"The period found in (b) is the time per cycle, but this value is often quoted as simply the time in convenient units (ms or milliseconds in this case)."
3598,Identify an event in your life (such as receiving a paycheck) that occurs regularly. Identify both the period and frequency of this event.
3599,"In our example, such factors contributing to the uncertainty could be the following: the smallest division on the ruler is 0.1 in., the person using the ruler has bad eyesight, or one side of the paper is slightly longer than the other. At any rate, the uncertainty in a measurement must be based on a careful consideration of all the factors that might contribute and their possible effects."
3600,I visit my parents for dinner every other Sunday. The frequency of my visits is 26 per calendar year. The period is two weeks.
3601,"The SI unit for frequency is the cycle per second, which is defined to be a hertz (Hz):"
3602,"A cycle is one complete oscillation. Note that a vibration can be a single or multiple event, whereas oscillations are usually repetitive for a significant number of cycles."
3603,We can use the formulas presented in this module to determine both the frequency based on known oscillations and the oscillation based on a known frequency. Let’s try one example of each. (a) A medical imaging device produces ultrasound by oscillating with a period of 0.400 µs. What is the frequency of this oscillation? (b) The frequency of middle C on a typical musical instrument is 264 Hz. What is the time for one complete oscillation?
3604,"The frequency of sound found in (a) is much higher than the highest frequency that humans can hear and, therefore, is called ultrasound. Appropriate oscillations at this frequency generate ultrasound used for noninvasive medical diagnoses, such as observations of a fetus in the womb."
3605,The information presented in this section supports the following AP® learning objectives and science practices:
3606,"The displacement as a function of time t in any simple harmonic motion—that is, one in which the net restoring force can be described by Hooke’s law, is given by"
3607,"The most important point here is that these equations are mathematically straightforward and are valid for all simple harmonic motion. They are very useful in visualizing waves associated with simple harmonic motion, including visualizing how waves add with one another."
3608,"Suppose you pluck a banjo string. You hear a single note that starts out loud and slowly quiets over time. Describe what happens to the sound waves in terms of period, frequency and amplitude as the sound decreases in volume."
3609,"A realistic mass and spring laboratory. Hang masses from springs and adjust the spring stiffness and damping. You can even slow time. Transport the lab to different planets. A chart shows the kinetic, potential, and thermal energy for each spring."
3610,"On many occasions, physicists, other scientists, and engineers need to make approximations or “guesstimates” for a particular quantity. What is the distance to a certain destination? What is the approximate density of a given item? About how large a current will there be in a circuit? Many approximate numbers are based on formulae in which the input quantities are known only to a limited accuracy. As you develop problem-solving skills (that can be applied to a variety of fields through a study of physics), you will also develop skills at approximating. You will develop these skills through thinking more quantitatively, and by being willing to take risks. As with any endeavor, experience helps, as well as familiarity with units. These approximations allow us to rule out certain scenarios or unrealistic numbers. Approximations also allow us to challenge others and guide us in our approaches to our scientific world. Let us do two examples to illustrate this concept."
3611,Find a bowl or basin that is shaped like a hemisphere on the inside. Place a marble inside the bowl and tilt the bowl periodically so the marble rolls from the bottom of the bowl to equally high points on the sides of the bowl. Get a feel for the force required to maintain this periodic motion. What is the restoring force and what role does the force you apply play in the simple harmonic motion (SHM) of the marble?
3612,"What do sound waves, water waves, and seismic waves have in common? They are all governed by Newton’s laws and they can exist only when traveling in a medium, such as air, water, or rocks. Waves that require a medium to travel are collectively known as “mechanical waves.”"
3613,"Find two identical wooden or plastic rulers. Tape one end of each ruler firmly to the edge of a table so that the length of each ruler that protrudes from the table is the same. On the free end of one ruler tape a heavy object such as a few large coins. Pluck the ends of the rulers at the same time and observe which one undergoes more cycles in a time period, and measure the period of oscillation of each of the rulers."
3614,"If a time-exposure photograph of the bouncing car were taken as it drove by, the headlight would make a wavelike streak, as shown in Figure 16.10. Similarly, Figure 16.11 shows an object bouncing on a spring as it leaves a wavelike ""trace of its position on a moving strip of paper. Both waves are sine functions. All simple harmonic motion is intimately related to sine and cosine waves."
3615,The information presented in this section supports the following AP® learning objectives and science practices:
3616,The movement of the pendula will not differ at all because the mass of the bob has no effect on the motion of a simple pendulum. The pendula are only affected by the period (which is related to the pendulum’s length) and by the acceleration due to gravity.
3617,"Pendulums are in common usage. Some have crucial uses, such as in clocks; some are for fun, such as a child’s swing; and some are just there, such as the sinker on a fishing line. For small displacements, a pendulum is a simple harmonic oscillator. A simple pendulum is defined to have an object that has a small mass, also known as the pendulum bob, which is suspended from a light wire or string, such as shown in Figure 16.14. Exploring the simple pendulum a bit further, we can discover the conditions under which it performs simple harmonic motion, and we can derive an interesting expression for its period."
3618,What is the acceleration due to gravity in a region where a simple pendulum having a length 75.000 cm has a period of 1.7357 s?
3619,"To study the energy of a simple harmonic oscillator, we first consider all the forms of energy it can have We know from Hooke’s Law: Stress and Strain Revisited that the energy stored in the deformation of a simple harmonic oscillator is a form of potential energy given by:"
3620,"Why does it hurt more if your hand is snapped with a ruler than with a loose spring, even if the displacement of each system is equal?"
3621,"As scientists inquire and gather information about the world, they follow a process called the scientific method. This process typically begins with an observation and question that the scientist will research. Next, the scientist typically performs some research about the topic and then devises a hypothesis. Then, the scientist will test the hypothesis by performing an experiment. Finally, the scientist analyzes the results of the experiment and draws a conclusion. Note that the scientific method can be applied to many situations that are not limited to science, and this method can be modified to suit the situation."
3622,"When you imagine the situation, you probably envision thousands of small stacks of 100 wrapped $100 bills, such as you might see in movies or at a bank. Since this is an easy-to-approximate quantity, let us start there. We can find the volume of a stack of 100 bills, find out how many stacks make up one trillion dollars, and then set this volume equal to the area of the football field multiplied by the unknown height."
3623,"The ruler is a stiffer system, which carries greater force for the same amount of displacement. The ruler snaps your hand with greater force, which hurts more."
3624,You are observing a simple harmonic oscillator. Identify one way you could decrease the maximum velocity of the system.
3625,"This statement of conservation of energy is valid for all simple harmonic oscillators, including ones where the gravitational force plays a role"
3626,"In the case of undamped simple harmonic motion, the energy oscillates back and forth between kinetic and potential, going completely from one to the other as the system oscillates. So for the simple example of an object on a frictionless surface attached to a spring, as shown again in Figure 16.16, the motion starts with all of the energy stored in the spring. As the object starts to move, the elastic potential energy is converted to kinetic energy, becoming entirely kinetic energy at the equilibrium position. It is then converted back into elastic potential energy by the spring, the velocity becomes zero when the kinetic energy is completely converted, and so on. This concept provides extra insight here and in later applications of simple harmonic motion, such as alternating current circuits."
3627,"This total energy is constant and is shifted back and forth between kinetic energy and potential energy, at most times being shared by each. The conservation of energy for this system in equation form is thus:"
3628,This expression for the speed of a simple harmonic oscillator is exactly the same as the equation obtained from conservation of energy considerations in Energy and the Simple Harmonic Oscillator. You can begin to see that it is possible to get all of the characteristics of simple harmonic motion from an analysis of the projection of uniform circular motion.
3629,"Thus, the period of the motion is the same as for a simple harmonic oscillator. We have determined the period for any simple harmonic oscillator using the relationship between uniform circular motion and simple harmonic motion."
3630,"Some modules occasionally refer to the connection between uniform circular motion and simple harmonic motion. Moreover, if you carry your study of physics and its applications to greater depths, you will find this relationship useful. It can, for example, help to analyze how waves add when they are superimposed."
3631,Identify an object that undergoes uniform circular motion. Describe how you could trace the simple harmonic motion of this object as a wave.
3632,"A record player undergoes uniform circular motion. You could attach dowel rod to one point on the outside edge of the turntable and attach a pen to the other end of the dowel. As the record player turns, the pen will move. You can drag a long piece of paper under the pen, capturing its motion as a wave."
3633,(1) Calculate the volume of a stack of 100 bills. The dimensions of a single bill are approximately 3 in. by 6 in. A stack of 100 of these is about 0.5 in. thick. So the total volume of a stack of 100 bills is:
3634,"A guitar string stops oscillating a few seconds after being plucked. To keep a child happy on a swing, you must keep pushing. Although we can often make friction and other non-conservative forces negligibly small, completely undamped motion is rare. In fact, we may even want to damp oscillations, such as with car shock absorbers."
3635,"This worked example illustrates how to apply problem-solving strategies to situations that integrate the different concepts you have learned. The first step is to identify the physical principles involved in the problem. The second step is to solve for the unknowns using familiar problem-solving strategies. These are found throughout the text, and many worked examples show how to use them for single topics. In this integrated concepts example, you can see how to apply them across several topics. You will find these techniques useful in applications of physics outside a physics course, such as in your profession, in other science disciplines, and in everyday life."
3636,Friction often comes into play whenever an object is moving. Friction causes damping in a harmonic oscillator.
3637,"An overdamped system moves slowly toward equilibrium. An underdamped system moves quickly to equilibrium, but will oscillate about the equilibrium point as it does so. A critically damped system moves as quickly as possible toward equilibrium without oscillating about the equilibrium."
3638,"For a system that has a small amount of damping, the period and frequency are nearly the same as for simple harmonic motion, but the amplitude gradually decreases as shown in Figure 16.22. This occurs because the non-conservative damping force removes energy from the system, usually in the form of thermal energy. In general, energy removal by non-conservative forces is described as"
3639,"If you gradually increase the amount of damping in a system, the period and frequency begin to be affected, because damping opposes and hence slows the back and forth motion. (The net force is smaller in both directions.) If there is very large damping, the system does not even oscillate—it slowly moves toward equilibrium. Figure 16.23 shows the displacement of a harmonic oscillator for different amounts of damping. When we want to damp out oscillations, such as in the suspension of a car, we may want the system to return to equilibrium as quickly as possible Critical damping is defined as the condition in which the damping of an oscillator results in it returning as quickly as possible to its equilibrium position The critically damped system may overshoot the equilibrium position, but if it does, it will do so only once. Critical damping is represented by Curve A in Figure 16.23. With less-than critical damping, the system will return to equilibrium faster but will overshoot and cross over one or more times. Such a system is underdamped; its displacement is represented by the curve in Figure 16.22. Curve B in Figure 16.23 represents an overdamped system. As with critical damping, it too may overshoot the equilibrium position, but will reach equilibrium over a longer period of time."
3640,"Critical damping is often desired, because such a system returns to equilibrium rapidly and remains at equilibrium as well. In addition, a constant force applied to a critically damped system moves the system to a new equilibrium position in the shortest time possible without overshooting or oscillating about the new position. For example, when you stand on bathroom scales that have a needle gauge, the needle moves to its equilibrium position without oscillating. It would be quite inconvenient if the needle oscillated about the new equilibrium position for a long time before settling. Damping forces can vary greatly in character. Friction, for example, is sometimes independent of velocity (as assumed in most places in this text). But many damping forces depend on velocity—sometimes in complex ways, sometimes simply being proportional to velocity."
3641,"Consider a mass attached to a spring. This system oscillates when in air because air exerts almost no force on the spring. Now put this system in a liquid, say, water. You will see that the system hardly oscillates when in water. When the system is submerged in water an external force acts on the oscillator. This force is exerted by the liquid against the motion of the spring-mass oscillator and is responsible for the inhibition of oscillations. A force that inhibits oscillations is called a “damping force,” and the system that experiences it is called a “damped oscillator."" A damped oscillator sees a change in its energy. With time the total energy of the oscillator, which would be its mechanical energy, decreases. Since energy has to be conserved, the energy gets converted into thermal energy, which is stored in the water and the spring."
3642,"This problem requires you to integrate your knowledge of various concepts regarding waves, oscillations, and damping. To solve an integrated concept problem, you must first identify the physical principles involved. Part (a) is about the frictional force. This is a topic involving the application of Newton’s Laws. Part (b) requires an understanding of work and conservation of energy, as well as some understanding of horizontal oscillatory systems."
3643,"Now that we have identified the principles we must apply in order to solve the problems, we need to identify the knowns and unknowns for each part of the question, as well as the quantity that is constant in Part (a) and Part (b) of the question."
3644,The height of the money will be about 100 in. high. Converting this value to feet gives
3645,"Sit in front of a piano sometime and sing a loud brief note at it with the dampers off its strings. It will sing the same note back at you—the strings, having the same frequencies as your voice, are resonating in response to the forces from the sound waves that you sent to them. Your voice and a piano’s strings is a good example of the fact that objects—in this case, piano strings—can be forced to oscillate but oscillate best at their natural frequency. In this section, we shall briefly explore applying a periodic driving force acting on a simple harmonic oscillator. The driving force puts energy into the system at a certain frequency, not necessarily the same as the natural frequency of the system. The natural frequency is the frequency at which a system would oscillate if there were no driving and no damping force."
3646,"Most of us have played with toys involving an object supported on an elastic band, something like the paddle ball suspended from a finger in Figure 16.26. Imagine the finger in the figure is your finger. At first you hold your finger steady, and the ball bounces up and down with a small amount of damping. If you move your finger up and down slowly, the ball will follow along without bouncing much on its own. As you increase the frequency at which you move your finger up and down, the ball will respond by oscillating with increasing amplitude. When you drive the ball at its natural frequency, the ball’s oscillations increase in amplitude with each oscillation for as long as you drive it. The phenomenon of driving a system with a frequency equal to its natural frequency is called resonance. A system being driven at its natural frequency is said to resonate. As the driving frequency gets progressively higher than the resonant or natural frequency, the amplitude of the oscillations becomes smaller, until the oscillations nearly disappear and your finger simply moves up and down with little effect on the ball."
3647,"Figure 16.27 shows a graph of the amplitude of a damped harmonic oscillator as a function of the frequency of the periodic force driving it. There are three curves on the graph, each representing a different amount of damping. All three curves peak at the point where the frequency of the driving force equals the natural frequency of the harmonic oscillator. The highest peak, or greatest response, is for the least amount of damping, because less energy is removed by the damping force."
3648,"It is interesting that the widths of the resonance curves shown in Figure 16.27 depend on damping: the less the damping, the narrower the resonance. The message is that if you want a driven oscillator to resonate at a very specific frequency, you need as little damping as possible. Little damping is the case for piano strings and many other musical instruments. Conversely, if you want small-amplitude oscillations, such as in a car’s suspension system, then you want heavy damping. Heavy damping reduces the amplitude, but the tradeoff is that the system responds at more frequencies."
3649,"These features of driven harmonic oscillators apply to a huge variety of systems. When you tune a radio, for example, you are adjusting its resonant frequency so that it only oscillates to the desired station’s broadcast (driving) frequency. The more selective the radio is in discriminating between stations, the smaller its damping. Magnetic resonance imaging (MRI) is a widely used medical diagnostic tool in which atomic nuclei (mostly hydrogen nuclei) are made to resonate by incoming radio waves (on the order of 100 MHz). A child on a swing is driven by a parent at the swing’s natural frequency to achieve maximum amplitude. In all of these cases, the efficiency of energy transfer from the driving force into the oscillator is best at resonance. Speed bumps and gravel roads prove that even a car’s suspension system is not immune to resonance. In spite of finely engineered shock absorbers, which ordinarily convert mechanical energy to thermal energy almost as fast as it comes in, speed bumps still cause a large-amplitude oscillation. On gravel roads that are corrugated, you may have noticed that if you travel at the “wrong” speed, the bumps are very noticeable whereas at other speeds you may hardly feel the bumps at all. Figure 16.28 shows a photograph of a famous example (the Tacoma Narrows Bridge) of the destructive effects of a driven harmonic oscillation. The Millennium Bridge in London was closed for a short period of time for the same reason while inspections were carried out."
3650,"In our bodies, the chest cavity is a clear example of a system at resonance. The diaphragm and chest wall drive the oscillations of the chest cavity which result in the lungs inflating and deflating. The system is critically damped and the muscular diaphragm oscillates at the resonant value for the system, making it highly efficient."
3651,A famous magic trick involves a performer singing a note toward a crystal glass until the glass shatters. Explain why the trick works in terms of resonance and natural frequency.
3652,"The performer must be singing a note that corresponds to the natural frequency of the glass. As the sound wave is directed at the glass, the glass responds by resonating at the same frequency as the sound wave. With enough energy introduced into the system, the glass begins to vibrate and eventually shatters."
3653,"What do we mean when we say something is a wave? The most intuitive and easiest wave to imagine is the familiar water wave. More precisely, a wave is a disturbance that propagates, or moves from the place it was created. For water waves, the disturbance is in the surface of the water, perhaps created by a rock thrown into a pond or by a swimmer splashing the surface repeatedly. For sound waves, the disturbance is a change in air pressure, perhaps created by the oscillating cone inside a speaker. For earthquakes, there are several types of disturbances, including disturbance of Earth’s surface and pressure disturbances under the surface. Even radio waves are most easily understood using an analogy with water waves. Visualizing water waves is useful because there is more to it than just a mental image. Water waves exhibit characteristics common to all waves, such as amplitude, period, frequency and energy. All wave characteristics can be described by a small set of underlying principles."
3654,"This slow speed seems reasonable for an ocean wave. Note that the wave moves to the right in the figure at this speed, not the varying speed at which the sea gull moves up and down."
3655,"The final approximate value is much higher than the early estimate of 3 in., but the other early estimate of 10 ft (120 in.) was roughly correct. How did the approximation measure up to your first guess? What can this exercise tell you in terms of rough “guesstimates” versus carefully calculated approximations?"
3656,"Waves may be transverse, longitudinal, or a combination of the two. (Water waves are actually a combination of transverse and longitudinal. The simplified water wave illustrated in Figure 16.30
shows no longitudinal motion of the bird.) The waves on the strings of musical instruments are transverse—so are electromagnetic waves, such as visible light."
3657,"Sound waves in air and water are longitudinal. Their disturbances are periodic variations in pressure that are transmitted in fluids. Fluids do not have appreciable shear strength, and thus the sound waves in them must be longitudinal or compressional. Sound in solids can be both longitudinal and transverse."
3658,"Earthquake waves under Earth’s surface also have both longitudinal and transverse components (called compressional or P-waves and shear or S-waves, respectively). These components have important individual characteristics—they propagate at different speeds, for example. Earthquakes also have surface waves that are similar to surface waves on water."
3659,"The source of electricity is of a sinusoidal nature. If we appropriately probe using an oscilloscope (an instrument used to display and analyze electronic signals), we can precisely determine the frequency and wavelength of the waveform. Inquire about the maximum voltage current that you get in your house and plot a sinusoidal waveform representing the frequency, wavelength, and period for it."
3660,"In the different types of waves, energy can propagate in a different direction relative to the motion of the wave. This is important to understand how different types of waves affect the materials around them."
3661,"Watch a string vibrate in slow motion. Wiggle the end of the string and make waves, or adjust the frequency and amplitude of an oscillator. Adjust the damping and tension. The end can be fixed, loose, or open."
3662,"Many people think that water waves push water from one direction to another. In fact, the particles of water tend to stay in one location, save for moving up and down due to the energy in the wave. The energy moves forward through the water, but the water stays in one place. If you feel yourself pushed in an ocean, what you feel is the energy of the wave, not a rush of water."
3663,"Consider a spring fixed to a wall with a mass connected to its end. This fixed point on the wall exerts a force on the complete spring-and-mass system, and this implies that the momentum of the complete system is not conserved. Now, consider energy. Since the system is fixed to a point on the wall, it does not do any work; hence, the total work done is conserved,which means that the energy is conserved. Consequently, we have an oscillator in which energy is conserved but momentum is not. Now, consider a system of two masses connected to each other by a spring. This type of system also forms an oscillator. Since there is no fixed point, momentum is conserved as the forces acting on the two masses are equal and opposite. Energy for such a system will be conserved, because there are no external forces acting on the spring-two-masses system. It is clear from above that, for momentum to be conserved, momentum needs to be carried by waves. Thisis a typical example of a mechanical oscillator producing mechanical waves, which need a medium in which to propagate. Sound waves are also examples of mechanical waves. Some types of waves can travel in the absence of a medium of propagation. Such waves ; they are called “electromagnetic waves.” Light waves are examples of electromagnetic waves. Electromagnetic waves are created by the vibration of electric charge . which This vibration creates a wave with both electric and magnetic field components."
3664,Fill a large bowl or basin with water and wait for the water to settle so there are no ripples. Gently drop a cork into the middle of the bowl. Estimate the wavelength and period of oscillation of the water wave that propagates away from the cork. Remove the cork from the bowl and wait for the water to settle again. Gently drop the cork at a height that is different from the first drop. Does the wavelength depend upon how high above the water the cork is dropped?
3665,Calculate the wave velocity of the ocean wave in Figure 16.30 if the distance between wave crests is 10.0 m and the time for a sea gull to bob up and down is 5.00 s.
3666,"Using mental math and your understanding of fundamental units, approximate the area of a regulation basketball court. Describe the process you used to arrive at your final approximation."
3667,"In this chapter, students are introduced to oscillation, the regular variation in the position of a system about a central point accompanied by transfer of energy and momentum, and to waves. A child’s swing, a pendulum, a spring, and a vibrating string are all examples of oscillations. This chapter will address simple harmonic motion and periods of vibration, aspects of oscillation that produce waves, a common phenomenon in everyday life. Waves carry energy from one place to another.” This chapter will show how harmonic oscillations produce waves that transport energy across space and through time. The information and examples presented support Big Ideas 1, 2, and 3 of the AP® Physics Curriculum Framework."
3668,"The chapter opens by discussing the forces that govern oscillations and waves. It goes on to discuss important concepts such as simple harmonic motion, uniform harmonic motion, and damped harmonic motion. You will also learn about energy in simple harmonic motion and how it changes from kinetic to potential, and how the total sum, which would be the mechanical energy of the oscillator, remains constant or conserved at all times. The chapter also discusses characteristics of waves, such as their frequency, period of oscillation, and the forms in which they can exist, i.e., transverse or longitudinal. The chapter ends by discussing what happens when two or more waves overlap and how the amplitude of the resultant wave changes, leading to the phenomena of superposition and interference."
3669,"A system with internal structure can have internal energy, and changes in a system’s internal structure can result in changes in internal energy. [Physics 1: includes mass-spring oscillators and simple pendulums. Physics 2: includes charged object in electric ﬁelds and examining changes in internal energy with changes in conﬁguration.]"
3670,Big Idea 6 Waves can transfer energy and momentum from one location to another without the permanent transfer of mass and serve as a mathematical model for the description of other phenomena.
3671,Waves can propagate via different oscillation modes such as transverse and longitudinal.
3672,"For propagation, mechanical waves require a medium, while electromagnetic waves do not require a physical medium. Examples should include light traveling through a vacuum and sound not traveling through a vacuum."
3673,The amplitude is the maximum displacement of a wave from its equilibrium value.
3674,"Classically, the energy carried by a wave depends on and increases with amplitude. Examples should include sound waves."
3675,"Enduring Understanding 6.B A periodic wave is one that repeats as a function of both time and position and can be described by its amplitude, frequency, wavelength, speed, and energy."
3676,The period is the repeat time of the wave. The frequency is the number of repetitions over a period of time.
3677,"Can you approximate the height of one of the buildings on your campus, or in your neighborhood? Let us make an approximation based upon the height of a person. In this example, we will calculate the height of a 39-story building."
3678,"A simple wave can be described by an equation involving one sine or cosine function involving the wavelength, amplitude, and frequency of the wave."
3679,"When two waves cross, they travel through each other; they do not bounce off each other. Where the waves overlap, the resulting displacement can be determined by adding the displacements of the two waves. This is called superposition."
3680,"Two or more wave pulses can interact in such a way as to produce amplitude variations in the resultant wave. When two pulses cross, they travel through each other; they do not bounce off each other. Where the pulses overlap, the resulting displacement can be determined by adding the displacements of the two pulses. This is called superposition."
3681,Two or more traveling waves can interact in such a way as to produce amplitude variations in the resultant wave.
3682,"Standing waves are the result of the addition of incident and reﬂected waves that are conﬁned to a region and have nodes and antinodes. Examples should include waves on a ﬁxed length of string, and sound waves in both closed and open tubes."
3683,The possible wavelengths of a standing wave are determined by the size of the region to which it is conﬁned.
3684,Big Idea 3 The interactions of an object with other objects can be described by forces.
3685,"Restoring forces can result in oscillatory motion. When a linear restoring force is exerted on an object displaced from an equilibrium position, the object will undergo a special type of motion called simple harmonic motion. Examples should include gravitational force exerted by the Earth on a simple pendulum and a mass-spring oscillator."
3686,Enduring Understanding 4.C Interactions with other objects or systems can change the total energy of a system.
3687,"The energy of a system includes its kinetic energy, potential energy, and microscopic internal energy. Examples should include gravitational potential energy, elastic potential energy, and kinetic energy."
3688,Think about the average height of an adult male. We can approximate the height of the building by scaling up from the height of a person.
3689,Mechanical energy (the sum of kinetic and potential energy) is transferred into or out of a system when an external force is exerted on a system such that a component of the force is parallel to its displacement. The process through which the energy is transferred is called work.
3690,Big Idea 5 Changes that occur as a result of interactions are constrained by conservation laws.
3691,"Which of the following represents the distance (how much ground the particle covers) moved by a particle in a simple harmonic motion in one time period? (Here, A represents the amplitude of the oscillation.)"
3692,A spring has a spring constant of 80 N∙m−1. What is the force required to (a) compress the spring by 5 cm and (b) expand the spring by 15 cm?
3693,A ball is attached to a string of length 4 m to make a pendulum. The pendulum is placed at a location that is away from the Earth’s surface by twice the radius of the Earth. What is the acceleration due to gravity at that height and what is the period of the oscillations?
3694,Which of the following gives the correct relation between the acceleration due to gravity and period of a pendulum?
